number_of_bids_or_proposals_received_prior_to_award_of_contract,explain_why_the_fair_market_value_is_less_than_the_contract_amount,postal_code,amount_expended_for_fiscal_year,city,address_line1,begin_date,procurement_description,address_line2,transaction_number,state,vendor_number,type_of_procurement,renewal_date,number_of_bids_and_proposal_received_from_mwbe_firms,page_number,amount_expended_for_life_to_date,status,award_date,end_date,province_region,fair_market_value,exemption_from_the_publication_requirements_of_article_4c_of_the_economic-development_law?,current_or_outstanding_balance,award_process,plus_4,"if_yes,_basis_for_exemption",country,is_the_vendor_a_minority_or_woman-owned_business_enterprise?,amount,does_the_contract_have_an_end_date,is_the_vendor_a_nys_or_foreign_business_enterprise?,vendor_name,were_mwbe_firms_solicited_as_part_of_this_procurement_proces
2,,07644,25058,LODI,PO BOX 950,08/09/2013,HOUSING ASSEMBLY RETARDER B 500 TRANSMISSION,,0600000000000000000SS2839,NJ,9591,Commodities/Supplies,,0,9591,25058,OPEN,05/07/2012,07/06/2014,,,Yes,10318,Authority Contract - Competitive Bid,,Emergency or Critical Need,USA,No,35376,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
7,,07644,11403.99,LODI,PRODUCTS LLC,06/11/2012,87-65-0001 FILTER ENGINE AIR,P.O. BOX 950,SPR111149,NJ,9592,Commodities/Supplies,,0,9592,11403.99,OPEN,05/25/2012,07/17/2014,,,No,23685.21,Authority Contract - Competitive Bid,,,USA,No,35089.2,Yes,Foreign,STEWARTSTEVENSON POWER,No
2,,07644,33638,LODI,PRODUCTS LLC,07/16/2011,78-13-0028 CATALYST MODULE EX,P.O. BOX 950,SPJ110862,NJ,9593,Commodities/Supplies,,0,9593,33638,OPEN,06/23/2011,09/22/2013,,,No,0,Authority Contract - Competitive Bid,,,USA,No,33638,Yes,Foreign,STEWARTSTEVENSON POWER,No
5,,07644,3864,LODI,PO BOX 950,08/09/2013,DRYER A/C THERMO KING,,0600000000000000000SS5249,NJ,9594,Commodities/Supplies,,0,9594,3864,OPEN,05/14/2013,08/13/2015,,,No,28014,Authority Contract - Competitive Bid,,,USA,No,31878,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
7,,07644,4020,LODI,PO BOX 950,08/09/2013,CONTROLLER A/C MAIN,,0600000000000000000SS3147,NJ,9595,Commodities/Supplies,,1,9595,4020,OPEN,07/02/2012,10/01/2014,,,No,27135,Authority Contract - Competitive Bid,,,USA,No,31155,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
2,,07644,6198,LODI,PO BOX 950,08/09/2013,CATALYST MODULE EXHAUST CRT DOUBLE WRAPPED TO BE USED WITH A DOUBLE WRAPPED FILTER SECTION FOR CRT MODEL NUMBER 2067,,0600000000000000000SS5267,NJ,9596,Commodities/Supplies,,0,9596,6198,OPEN,05/16/2013,08/14/2015,,,No,24792,Authority Contract - Competitive Bid,,,USA,No,30990,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
7,,07644,0,LODI,PO BOX 950,08/09/2013,FILTER AIR ENGINE,,0600000000000000000SS2810,NJ,9597,Commodities/Supplies,,0,9597,0,OPEN,05/02/2012,08/01/2014,,,No,30868.55,Authority Contract - Competitive Bid,,,USA,No,30868.55,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
7,,07644,3898.8,LODI,PO BOX 950,08/09/2013,FILTER ENGINE AIR CLEANER,,0600000000000000000SS2682,NJ,9598,Commodities/Supplies,,0,9598,3898.8,OPEN,04/18/2012,07/17/2014,,,No,26966.7,Authority Contract - Competitive Bid,,,USA,No,30865.5,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
8,,07644,19717.5,LODI,PO BOX 950,08/09/2013,FILTER ELEMENT AIR CLEANER,,0600000000000000000SS4534,NJ,9599,Commodities/Supplies,,0,9599,19717.5,OPEN,02/07/2013,05/06/2014,,,No,10946.2,Authority Contract - Competitive Bid,,,USA,No,30663.7,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
9,,07644,10486,LODI,PO BOX 950,08/09/2013,FILTER FUEL SECONDARY,,0600000000000000000SS1956,NJ,9600,Commodities/Supplies,,0,9600,10486,OPEN,01/26/2012,06/06/2014,,,No,19474,Authority Contract - Competitive Bid,,,USA,No,29960,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
9,,07644,9816,LODI,PO BOX 950,08/09/2013,VALVE ASSEMBLY BRAKE APPLICATION WITHOUT PEDAL OR MOUNTING BRACKET,,0600000000000000000SS4503,NJ,9601,Commodities/Supplies,,0,9601,9816,OPEN,02/05/2013,05/04/2015,,,No,19632,Authority Contract - Competitive Bid,,,USA,No,29448,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
6,,07644,0,LODI,PO BOX 950,12/16/2013,6.00E+23 COIL ASSEMBLY CONDENSER R134A,,,NJ,9602,Commodities/Supplies,,0,9602,0,OPEN,12/16/2013,03/15/2015,,,No,26490,Authority Contract - Competitive Bid,,,USA,No,26490,Yes,Foreign,STEWARTSTEVENSON POWER,No
6,,07644,0,LODI,PRODUCTS LLC,11/10/2013,83-61-0011 COIL ASSEMBLY CON,P.O. BOX 950,JPRB131636,NJ,9603,Commodities/Supplies,,0,9603,0,OPEN,09/10/2013,12/09/2014,,,No,26490,Authority Contract - Competitive Bid,,,USA,No,26490,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
7,,07644,0,LODI,PO BOX 950,08/09/2013,BLOWER ASSEMBLY TRACTION BATTERY TUB,,0600000000000000000SS3982,NJ,9604,Commodities/Supplies,,0,9604,0,OPEN,11/26/2012,02/25/2015,,,No,25245,Authority Contract - Competitive Bid,,,USA,No,25245,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
2,,07644,0,LODI,PO BOX 950,11/12/2013,6.00E+23 The Contractor shall rebuild Detroit Diesel Model 6063TK33 Serial No 06R0277893 per the attached Technical Specification,,,NJ,9605,Other,,0,9605,0,OPEN,11/12/2013,11/12/2014,,,Yes,24083,Authority Contract - Competitive Bid,,Cntrct Below dollar Threshold,USA,No,24083,Yes,Foreign,STEWARTSTEVENSON POWER,No
1,,07644,0,LODI,PO BOX 950,10/30/2013,6.00E+23 Service Contract /Parts for Model No 6063-GK32 Detroit Diesel Engines,,,NJ,9606,Design and Construction/Maintenance,,0,9606,0,OPEN,10/30/2013,10/29/2014,,,Yes,23905,Authority Contract - Competitive Bid,,Cntrct Below dollar Threshold,USA,No,23905,Yes,Foreign,STEWARTSTEVENSON POWER,No
10,,07644,0,LODI,PO BOX 950,08/09/2013,GOVERNOR ASSEMBLY AIR COMPRESSOR TYPE D-2,,0600000000000000000SS1583,NJ,9607,Commodities/Supplies,,0,9607,0,OPEN,11/18/2011,02/17/2014,,,No,23534,Authority Contract - Competitive Bid,,,USA,No,23534,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
2,,07644,4167,LODI,PO BOX 950,08/30/2013,6.00E+23 CARTRIDGE PRO-LINK ALLISON CEC WTEC II AND III TRANSMISSIONS FOR TESTING AND DIAGNOSTICS,,,NJ,9608,Commodities/Supplies,,0,9608,4167,OPEN,08/30/2013,11/29/2014,,,No,19343,Authority Contract - Competitive Bid,,,USA,No,23510,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
5,,07644,3006.72,LODI,PRODUCTS LLC,04/13/2012,83-65-0134FILTER DRYER,P.O. BOX 950,SPJ110973,NJ,9609,Commodities/Supplies,,0,9609,3006.72,OPEN,01/13/2012,04/12/2014,,,No,20412.81,Authority Contract - Competitive Bid,,,USA,No,23419.53,Yes,Foreign,STEWARTSTEVENSON POWER,No
9,,07644,4451.2,LODI,PRODUCTS LLC,06/26/2012,87-29-0638 FILTER FUEL PRIMARY,P.O. BOX 950,SPJ110996,NJ,9610,Commodities/Supplies,,0,9610,4451.2,OPEN,03/26/2012,06/25/2014,,,No,18444.66,Authority Contract - Competitive Bid,,,USA,No,22895.86,Yes,Foreign,STEWARTSTEVENSON POWER,No
9,,07644,4200,LODI,PO BOX 950,08/09/2013,VALVE ANTI-LOCK BRAKE,,0600000000000000000SS4709,NJ,9611,Commodities/Supplies,,0,9611,4200,OPEN,03/05/2013,06/04/2015,,,No,16940,Authority Contract - Competitive Bid,,,USA,No,21140,Yes,Foreign,STEWARTSTEVENSON POWER,No
10,,07644,0,LODI,PO BOX 950,08/09/2013,VALVE ASSEMBLY KNEELING SOLENOID FOR GMC RTS BUSES,,0600000000000000000SS2802,NJ,9612,Commodities/Supplies,,0,9612,0,OPEN,05/02/2012,08/09/2013,,,No,20592,Authority Contract - Competitive Bid,,,USA,No,20592,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
5,,07644,4656,LODI,PO BOX 950,08/09/2013,MOTOR ASSY. DEFROSTER DRIVERS BELOW FLOOR INCLUDES CONTROLLER AND BLOWER WHEEL,,0600000000000000000SS3547,NJ,9613,Commodities/Supplies,,0,9613,4656,OPEN,09/07/2012,12/05/2014,,,No,15714,Authority Contract - Competitive Bid,,,USA,No,20370,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
8,,07644,0,LODI,PO BOX 950,08/09/2013,FILTER DRYER,,0600000000000000000SS1737,NJ,9614,Commodities/Supplies,,0,9614,0,OPEN,12/19/2011,03/18/2014,,,No,19614.15,Authority Contract - Competitive Bid,,,USA,No,19614.15,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
10,,07644,1798.5,LODI,PRODUCTS LLC,12/16/2012,87-75-0001 FILTER PRIMARY FUEL FILTER CATERPILLAR ENGINE,P.O. BOX 950,SPPRB121378,NJ,9615,Commodities/Supplies,,0,9615,1798.5,OPEN,09/21/2012,12/20/2014,,,No,17576.25,Authority Contract - Competitive Bid,,,USA,No,19374.75,Yes,Foreign,STEWARTSTEVENSON POWER,No
7,,07644,4023.25,LODI,PO BOX 950,08/09/2013,FILTER FUEL WITH SENSOR/DRAIN ASSEMBLY ORION VII HYBRID,,0600000000000000000SS2757,NJ,9616,Commodities/Supplies,,1,9616,4023.25,OPEN,04/27/2012,07/25/2014,,,No,13908.95,Authority Contract - Competitive Bid,,,USA,No,17932.2,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
10,,07644,4941.25,LODI,PRODUCTS LLC,02/23/2013,78-25-0023 Clamp V band Fleetguard CRT Exhaust Sysytem,P.O. BOX 950,SPPRB121433,NJ,9617,Commodities/Supplies,,0,9617,4941.25,OPEN,12/27/2012,03/26/2015,,,No,9735,Authority Contract - Competitive Bid,,,USA,No,14676.25,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
8,,07644,5680,LODI,PRODUCTS LLC,10/01/2012,83-61-0011 COIL ASSEMBLY COND,P.O. BOX 950,SPPRB121388,NJ,9618,Commodities/Supplies,,0,9618,5680,OPEN,10/01/2012,11/09/2013,,,No,8520,Authority Contract - Competitive Bid,,,USA,No,14200,Yes,Foreign,STEWARTSTEVENSON POWER,No
7,,07644,5217,LODI,PRODUCTS LLC,03/05/2012,81-21-0016 - Filter engine oi,P.O. BOX 950,SPJ110964,NJ,9619,Commodities/Supplies,,0,9619,5217,OPEN,12/05/2011,03/04/2014,,,No,7886.6,Authority Contract - Competitive Bid,,,USA,No,13103.6,Yes,Foreign,STEWARTSTEVENSON POWER,No
8,,07644,3585,LODI,PRODUCTS LLC,09/18/2013,87-17-0018 FILTER ELEMENT AIR,P.O. BOX 950,SPJ121463,NJ,9620,Commodities/Supplies,,0,9620,3585,OPEN,06/18/2013,09/17/2014,,,No,9201.5,Authority Contract - Competitive Bid,,,USA,No,12786.5,Yes,Foreign,STEWARTSTEVENSON POWER,Yes
2,,07644,6048,LODI,PRODUCTS LLC,09/27/2011,78-55-9020 - CATALYST MODULE,P.O. BOX 950,SPJ110863,NJ,9621,Commodities/Supplies,,0,9621,6048,OPEN,06/27/2011,09/26/2013,,,No,6048,Authority Contract - Competitive Bid,,,USA,No,12096,Yes,Foreign,STEWARTSTEVENSON POWER,No
7,,07644,2546.18,LODI,PRODUCTS LLC,11/02/2011,81-21-0011 ELEMENT AIR CLEANE,P.O. BOX 950,SPPRB110975,NJ,9622,Commodities/Supplies,,0,9622,2546.18,OPEN,08/02/2011,11/01/2013,,,No,6043.68,Authority Contract - Competitive Bid,,,USA,No,8589.86,Yes,Foreign,STEWARTSTEVENSON POWER,No
,,07644,103873,LODI,PO BOX 950,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,NJ,9623,Commodities/Supplies,,,9623,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,STEWARTSTEVENSON POWER,
1,,14127,23500,ORCHARD PARK,11 COBHAM DRIVE,02/07/2012,Ceramic Antenna GPS Part Number MGNT- NB-GPS,,1000009950,NY,9624,Commodities/Supplies,,0,9624,47444,OPEN,02/07/2012,02/29/2012,,,,0,Authority Contract - Competitive Bid,,,USA,No,47444,Yes,NYS,STI-CO INDUSTRIES INC.,Yes
4,,11101,93730,LONG ISLAND CITY,44-68 VERNON BOULEVARD,06/17/2013,6.00E+23 MORTAR CEMENT BASED CONCRETE REPAIR RM-800-PC IN 50 LB PAIL.,,,NY,9625,Commodities/Supplies,,0,9625,93730,OPEN,06/17/2013,09/16/2014,,,No,1205100,Authority Contract - Competitive Bid,,,USA,No,1298830,Yes,NYS,STILLWELL SUPPLY CORP.,Yes
13,,10591,0,TARRYTOWN,155 WILDEY STREET,03/22/2012,Collision Repair,,11044-0800,NY,9626,Other,,0,9626,4095.53,OPEN,03/15/2012,03/21/2015,,,No,10904.47,Authority Contract - Competitive Bid,,,USA,No,15000,Yes,NYS,STILOSKIS AUTOMOTIVE CORP.,No
,,10119,0,NEW YORK,1 PENN PLAZA,04/19/2000,ENGINEERING DESIGN SERVICES,,D81122,NY,9627,Design and Construction/Maintenance,,0,9627,1465499.33,OPEN,04/19/2000,,,,No,2534500.67,Authority Contract - Competitive Bid,,,USA,No,4000000,No,NYS,STONEWEBSTER TRANSPORTATION SVSC,No
,,10119,0,NEW YORK,1 PENN PLAZA,04/27/1998,ENGINEERING SERVICES,,D81069,NY,9628,Design and Construction/Maintenance,,0,9628,1737219.13,OPEN,10/27/1997,,,,No,91432.63,Authority Contract - Competitive Bid,,,USA,No,1828651.76,No,NYS,STONEWEBSTER TRANSPORTATION SVSC,No
,,07724,17734,TINTON FALLS,ONE SHELIA DRIVE,,Laserfiche Named Full User with Web Access SEISYS-MNF05,,3000001291,NJ,9629,Technology - Software,,,9629,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,,STORAGE ENGINE INC.,
,,08865,0,PHILLIPSBURG,400 HECKMAN STREET,01/11/2010,5 yr preventitive maintenanceremedial repair service including all labor parts tools equipment,,C000923051,NJ,9630,Other Professional Services,,0,9630,388596.5,OPEN,01/11/2010,12/31/2014,,,No,247948.71,Authority Contract - Competitive Bid,,,USA,No,636545.21,Yes,Foreign,STORAGE SYSTEMS USA,Yes
1,,08865,0,PHILLIPSBURG,400 HECKMAN STREET,03/27/2013,6.00E+23 Hanel Lean-Lift Model No. 2460/825/75/470/30,,,NJ,9631,Technology - Hardware,,0,9631,77000,OPEN,03/27/2013,,,,No,0,Authority Contract - Competitive Bid,,,USA,No,77000,No,Foreign,STORAGE SYSTEMS USA,Yes
,,98034,1864895.35,KIRKLAND,12413 WILLOWS ROAD NE,06/01/2004,PARATRANSIT TRIP SCHEDULING SOFTWARE STRATAGEN ADEPT.,,C604F8952-A1783,WA,9632,Technology - Software,,0,9632,15515056.73,OPEN,06/01/2004,01/10/2017,,,No,1529039.57,Authority Contract - Non-Competitive Bid,8766,,USA,No,17044096.3,Yes,Foreign,STRATAGEN SYSTEMS INC.,No
,,98034,964129.46,KIRKLAND,12413 WILLOWS ROAD NE,06/01/2004,PARATRANSIT TRIP SCHEDULING SOFTWARE STRATAGEN ADEPT,,C604F8952-A2582,WA,9633,Technology - Software,,0,9633,2853777.13,OPEN,06/01/2004,01/10/2017,,,Yes,2186540.08,Authority Contract - Non-Competitive Bid,8766,Sole Source,USA,No,5040317.21,Yes,NYS,STRATAGEN SYSTEMS INC.,No
,,08854,28290,PISCATAWAY,100 NEW ENGLAND AVENUE,,various small purchases,,various,NJ,9634,Commodities/Supplies,,,9634,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,Foreign,STRATO INCORPORATED,
,,08854,1170.96,PISCATAWAY,100 NEW ENGLAND AVENUE,,79-21-0425 HOSE ELBOW ID SIZE 0.6875 4 PLY SILICON HOSE,,R121381,NJ,9635,Commodities/Supplies,,,9635,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,Foreign,STRATO INCORPORATED,
,,08854,0,PISCATAWAY,100 NEW ENGLAND AVENUE,,HOSE BRAKE CYL. CRIMPED STYLE FITTING 5/8X32-1/2 OVERALL CHOKE END HOSE FITTING PAINTED RED ON,,,NJ,9636,Commodities/Supplies,,,9636,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,Foreign,STRATO INCORPORATED,
3,,08854,132480,PISCATAWAY,100 NEW ENGLAND AVENUE,10/25/2010,INTERCOOLER USED WITH D4 COMPRESSOR,,C600952274,NJ,9637,Commodities/Supplies,,0,9637,386400,OPEN,10/25/2010,01/25/2013,,,No,0,Authority Contract - Competitive Bid,,,USA,No,386400,Yes,Foreign,STRATO INCORPORATED,Yes
1,,08854,0,PISCATAWAY,100 NEW ENGLAND AVENUE,12/17/2013,6.00E+23 INTERCOOLER USED WITH D4 COMPRESSOR FOR WABCO AIR BRAKE EQUIPMENT,,,NJ,9638,Commodities/Supplies,,0,9638,0,OPEN,12/17/2013,03/16/2016,,,No,281250,Authority Contract - Competitive Bid,,,USA,No,281250,Yes,Foreign,STRATO INCORPORATED,Yes
1,,08854,55397,PISCATAWAY,100 NEW ENGLAND AVENUE,10/05/2012,6.00E+23 HOSE ASSEMBLY ROTOR CHANGER FOR BRAKE PACKAGE UNIT.,,,NJ,9639,Commodities/Supplies,,0,9639,67797,OPEN,10/05/2012,01/04/2015,,,No,149203,Authority Contract - Competitive Bid,,,USA,No,217000,Yes,Foreign,STRATO INCORPORATED,Yes
2,,08854,9532.5,PISCATAWAY,100 NEW ENGLAND AVENUE,03/11/2011,6.00E+23 HOSE S.A.P. H2C LINK 5/8 I.D. 28-9/16 LONG USED ON MARRIAGE TRAIN,,,NJ,9640,Commodities/Supplies,,0,9640,88582.5,OPEN,03/11/2011,06/11/2013,,,No,41617.5,Authority Contract - Competitive Bid,,,USA,No,130200,Yes,Foreign,STRATO INCORPORATED,Yes
1,,08854,111809.77,PISCATAWAY,100 NEW ENGLAND AVENUE,01/15/2013,WHISTLE BACKUP VALVE ASSEMBLY ON MINER STONE HOPPER,,1000022613,NJ,9641,Commodities/Supplies,,0,9641,111809.77,COMPLETED,01/15/2013,03/13/2013,,,,0,Authority Contract - Competitive Bid,,,USA,No,111809.77,Yes,Foreign,STRATO INCORPORATED,No
2,,08854,25018,PISCATAWAY,100 NEW ENGLAND AVENUE,10/29/2013,6.00E+23 HOSE ASSEMBLY WITH 90 DEGREE ELBOW AIR BRAKE SYSTEM TREAD BREAK UNIT TRUCK ARRANGEMENT,,,NJ,9642,Commodities/Supplies,,0,9642,25018,OPEN,10/29/2013,01/28/2016,,,No,82202,Authority Contract - Competitive Bid,,,USA,No,107220,Yes,Foreign,STRATO INCORPORATED,Yes
1,,08854,53358.75,PISCATAWAY,100 NEW ENGLAND AVENUE,07/25/2012,6.00E+23 HOSE ASSEMBLY WITH SWIVEL FITING 49LENGTH USED ON TRUCK-TO-CARBODY AIRBRAKE SYSTEM,,,NJ,9643,Commodities/Supplies,,0,9643,74702.25,OPEN,07/25/2012,10/24/2014,,,No,32015.25,Authority Contract - Competitive Bid,,,USA,No,106717.5,Yes,Foreign,STRATO INCORPORATED,Yes
3,,08854,36267,PISCATAWAY,100 NEW ENGLAND AVENUE,11/19/2012,6.00E+23 HOSE AIR BRAKE DIA. SIZE 12 5/8ASSEMBLY LENGTH 41-3/4BRAKE CYLINDER WITH FITTINGS,,,NJ,9644,Commodities/Supplies,,0,9644,36267,OPEN,11/19/2012,02/18/2015,,,No,67353,Authority Contract - Competitive Bid,,,USA,No,103620,Yes,Foreign,STRATO INCORPORATED,Yes
3,,08854,40250,PISCATAWAY,100 NEW ENGLAND AVENUE,01/23/2013,6.00E+23 HOSE ASSEMBLY DIAMETER SIZE 7/8LENGTH 25-3/4LONG NO GASKET FOR TRIPCOCK. NOTE ALL HOSES MUST HAVE ID BAND WITH TA STOCK NUMBER VENDOR NUMBER AND DATE,,,NJ,9645,Commodities/Supplies,,2,9645,40250,OPEN,01/23/2013,04/23/2015,,,No,56350,Authority Contract - Competitive Bid,,,USA,No,96600,Yes,Foreign,STRATO INCORPORATED,Yes
2,,08854,36153,PISCATAWAY,100 NEW ENGLAND AVENUE,06/26/2013,6.00E+23 HOSE TREAD BRAKE UNIT,,,NJ,9646,Commodities/Supplies,,0,9646,36153,OPEN,06/26/2013,09/26/2015,,,No,52221,Authority Contract - Competitive Bid,,,USA,No,88374,Yes,Foreign,STRATO INCORPORATED,Yes
2,,08854,11625,PISCATAWAY,100 NEW ENGLAND AVENUE,10/17/2013,6.00E+23 FITTING FLANGEGRIP SEALCOMPRESSION USED ON R68A TRUCK-TO-CARBODY AIR BRAKE SYSTEM TRUCK ARRANGEMENT,,,NJ,9647,Commodities/Supplies,,0,9647,11625,OPEN,10/17/2013,01/16/2016,,,No,65875,Authority Contract - Competitive Bid,,,USA,No,77500,Yes,Foreign,STRATO INCORPORATED,Yes
2,,08854,25582.5,PISCATAWAY,100 NEW ENGLAND AVENUE,12/20/2010,HOSE TREAD BRAKE UNIT,,C600947062,NJ,9648,Commodities/Supplies,,0,9648,52112.5,OPEN,09/13/2010,03/19/2013,,,No,23687.5,Authority Contract - Competitive Bid,,,USA,No,75800,Yes,Foreign,STRATO INCORPORATED,Yes
15,,08854,9395.56,PISCATAWAY,100 NEW ENGLAND AVENUE,12/15/2010,HOSE ELBOW ID SIZE 0.6875 4 PLY,,C600958572,NJ,9649,Commodities/Supplies,,0,9649,71986.16,OPEN,12/14/2010,03/14/2013,,,No,501.84,Authority Contract - Competitive Bid,,,USA,No,72488,Yes,Foreign,STRATO INCORPORATED,Yes
1,,08854,0,PISCATAWAY,100 NEW ENGLAND AVENUE,10/25/2013,6.00E+23 HOSE ASSEMBLY INCLUDING 45 DEGREE ADAPTOR USED ON TBU PIPING BETWEEN WHEELS 13 OR 68 AND 24 OR 57 PIPE INSTALLATION KITS 18-62-9826 AND 18-62-,,,NJ,9650,Commodities/Supplies,,0,9650,0,OPEN,10/25/2013,01/25/2015,,,No,71100,Authority Contract - Competitive Bid,,,USA,No,71100,Yes,Foreign,STRATO INCORPORATED,Yes
2,,08854,40162.5,PISCATAWAY,100 NEW ENGLAND AVENUE,10/05/2012,6.00E+23 HOSE ASSEMBLY AIR BRAKE 1/2AAR HOSE WITH FITTINGS 13.25OVERALL LENGTH. MUST COMPLY WITH NYCTA SPEC No 2086- PROD-96 LATEST REVISION.,,,NJ,9651,Commodities/Supplies,,0,9651,49087.5,OPEN,10/05/2012,01/04/2015,,,No,20825,Authority Contract - Competitive Bid,,,USA,No,69912.5,Yes,Foreign,STRATO INCORPORATED,Yes
2,,08854,7812.48,PISCATAWAY,100 NEW ENGLAND AVENUE,12/14/2011,6.00E+23 HOSE ASSEMBLY 25-3/16 IN LENGTH AIR BRAKE HOSE DIA SIZE 16 7/8 COUPLERLINK WITH FITTINGS,,,NJ,9652,Commodities/Supplies,,7,9652,58064.63,OPEN,12/14/2011,03/14/2014,,,No,7039.37,Authority Contract - Competitive Bid,,,USA,No,65104,Yes,Foreign,STRATO INCORPORATED,Yes
5,,08854,30362.5,PISCATAWAY,100 NEW ENGLAND AVENUE,12/19/2011,6.00E+23 STRATO CV-12 VALVE CHECK DISC TYPE USED ON D-4 COMPRESSOR WITH GRAHAM WHITE No 976 A,,,NJ,9653,Commodities/Supplies,,1,9653,65062.5,OPEN,12/19/2011,03/19/2013,,,No,0,Authority Contract - Competitive Bid,,,USA,No,65062.5,Yes,Foreign,STRATO INCORPORATED,No
2,,08854,19937.5,PISCATAWAY,100 NEW ENGLAND AVENUE,09/30/2013,6.00E+23 HOSE FLEXIBLE CONNECTOR TEFLON LENGTH W/O FITTING IS 18 INCHES USED ON AIR COMPRESSOR,,,NJ,9654,Commodities/Supplies,,0,9654,19937.5,OPEN,09/30/2013,12/29/2015,,,No,39875,Authority Contract - Competitive Bid,,,USA,No,59812.5,Yes,Foreign,STRATO INCORPORATED,Yes
2,,08854,5956,PISCATAWAY,100 NEW ENGLAND AVENUE,08/23/2013,6.00E+23 DRAWBAR HOSE 5/8 X 18-5/16,,,NJ,9655,Commodities/Supplies,,0,9655,5956,OPEN,08/23/2013,11/22/2015,,,No,53604,Authority Contract - Competitive Bid,,,USA,No,59560,Yes,Foreign,STRATO INCORPORATED,Yes
3,,08854,0,PISCATAWAY,100 NEW ENGLAND AVENUE,12/24/2013,6.00E+23 HOSE WITH SWIVEL TRUCK TO CARBODY,,,NJ,9656,Commodities/Supplies,,1,9656,0,OPEN,12/24/2013,03/24/2016,,,No,55471,Authority Contract - Competitive Bid,,,USA,No,55471,Yes,Foreign,STRATO INCORPORATED,Yes
1,,08854,0,PISCATAWAY,100 NEW ENGLAND AVENUE,10/17/2013,6.00E+23 VALVE CHECK DISC TYPE USED ON D-4 COMPRESSOR WITH GRAHAM WHITE No 976 AIR DRYER,,,NJ,9657,Commodities/Supplies,,0,9657,0,OPEN,10/17/2013,01/16/2016,,,No,55176,Authority Contract - Competitive Bid,,,USA,No,55176,Yes,Foreign,STRATO INCORPORATED,Yes
3,,08854,0,PISCATAWAY,100 NEW ENGLAND AVENUE,11/25/2013,6.00E+23 HOSE ASSEMBLY 5/8X 24.56LONG WITH FITTINGS USED ON COUPLER.,,,NJ,9658,Consulting Services,,1,9658,0,OPEN,11/25/2013,02/25/2016,,,No,46640,Authority Contract - Competitive Bid,,,USA,No,46640,Yes,Foreign,STRATO INCORPORATED,Yes
2,,08854,0,PISCATAWAY,100 NEW ENGLAND AVENUE,11/01/2013,6.00E+23 HOSE TRUCK DISCONNECTION BP,,,NJ,9659,Commodities/Supplies,,0,9659,0,OPEN,11/01/2013,01/31/2015,,,No,45143,Authority Contract - Competitive Bid,,,USA,No,45143,Yes,Foreign,STRATO INCORPORATED,Yes
3,,08854,0,PISCATAWAY,100 NEW ENGLAND AVENUE,11/26/2013,6.00E+23 HOSE ASSEMBLY 25-3/16IN LENGTH AIR BRAKE HOSE DIA SIZE 16 7/8COUPLERLINK WITH FITTINGS NOTE ALL HOSES MUST HAVE ID BAND WITH TA STOCK NUMBER VENDOR NUM,,,NJ,9660,Commodities/Supplies,,1,9660,0,OPEN,11/26/2013,02/26/2016,,,No,44759,Authority Contract - Competitive Bid,,,USA,No,44759,Yes,Foreign,STRATO INCORPORATED,Yes
4,,08854,28105,PISCATAWAY,100 NEW ENGLAND AVENUE,01/22/2013,6.00E+23 STRATO/VENAIR LONG LIFE HOSE ASSEMBLY HIGH TEMPERATURE RATED SILICONE HOSE WITH 3 PLY EXT PLY VMQ INT. WMQ/RA No16 ST45 68.00.3PLL-16-JS16-45JS16-68,,,NJ,9661,Commodities/Supplies,,0,9661,28105,OPEN,01/22/2013,04/21/2014,,,No,16607.5,Authority Contract - Competitive Bid,,,USA,No,44712.5,Yes,Foreign,STRATO INCORPORATED,Yes
2,,08854,4179.75,PISCATAWAY,100 NEW ENGLAND AVENUE,09/20/2013,6.00E+23 LINK BAR HOSE B.P. 7/8 X 25-15/16,,,NJ,9662,Commodities/Supplies,,0,9662,4179.75,OPEN,09/20/2013,12/19/2014,,,No,37617.75,Authority Contract - Competitive Bid,,,USA,No,41797.5,Yes,Foreign,STRATO INCORPORATED,Yes
