number_of_bids_or_proposals_received_prior_to_award_of_contract,explain_why_the_fair_market_value_is_less_than_the_contract_amount,postal_code,amount_expended_for_fiscal_year,city,address_line1,begin_date,procurement_description,address_line2,transaction_number,state,vendor_number,type_of_procurement,renewal_date,number_of_bids_and_proposal_received_from_mwbe_firms,page_number,amount_expended_for_life_to_date,status,award_date,end_date,province_region,fair_market_value,exemption_from_the_publication_requirements_of_article_4c_of_the_economic-development_law?,current_or_outstanding_balance,award_process,plus_4,"if_yes,_basis_for_exemption",country,is_the_vendor_a_minority_or_woman-owned_business_enterprise?,amount,does_the_contract_have_an_end_date,is_the_vendor_a_nys_or_foreign_business_enterprise?,vendor_name,were_mwbe_firms_solicited_as_part_of_this_procurement_proces
1,,10001,286448,NEW YORK,261 WEST 35TH STREET,01/01/2012,MAINTENANCE AND CLEANING OF VIS SYSTEM IN MAIN TERMINAL,,1000013279,NY,10236,Other,,0,10236,286448,OPEN,01/01/2012,12/31/2016,,,No,10952,Authority Contract - Competitive Bid,,,USA,No,297400,Yes,NYS,SOLARI CORPORATION,Yes
1,,33100,123129,"UDINE, ITALY",VIA GINO PIERI 29,01/01/2011,Maintenance of Solari Signage,,0400000000000000000000108,,10237,Technology - Consulting/Development or Sup,,0,10237,729349,OPEN,01/01/2011,03/31/2012,IT,729349,No,0,Authority Contract - Non-Competitive Bid,,,Other,No,729349,Yes,Foreign,SOLARI DI UDINE SPA,No
0,,10003,101001.54,NEW YORK,225 PARK AVENUE SOUTH,05/31/2005,D81261 A/E DESIGN SERVICES,,,NY,10238,Design and Construction/Maintenance,,0,10238,3252311.38,OPEN,06/28/2004,,,,No,6747688.62,Authority Contract - Competitive Bid,,,USA,No,10000000,No,NYS,"SOM - STV, A JOINT VENTURE",No
3,,11791,0,SYOSSET,342 COLD SPRING ROAD,07/17/2012,OIL HYDRAULIC ISO GRADE 32 PACKAGED IN 55 GALLON DRUMS. MUST CONTAIN A VISCOSITY INDEX IMPROVER COPOLYMER ADDITIVE TO GIVE A HIGH VISCOSITY INDEX,,0600000000000000000003216,NY,10239,Commodities/Supplies,,2,10239,0,OPEN,07/17/2012,07/16/2013,,,Yes,25247.2,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,No,25247.2,Yes,NYS,SOUTH ATLANTIC SERVICES,Yes
,,11554,342.5,EAST MEADOW,EQUIPMENT INC.,,Miscellaneous Parts and tools.,579 EAST MEADOW AVE.,,NY,10240,Commodities/Supplies,,,10240,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,SOUTH SHORE FIRE AND SAFETY EQUIPMENT DIST,
19,,11782,13560.11,SAYVILLE,5686 SUNRISE HIGHWAY,01/01/2011,Preventative Maintenance,,10051-1200,NY,10241,Other,,0,10241,22082.06,OPEN,12/22/2010,12/31/2013,,,No,27917.94,Authority Contract - Competitive Bid,,,USA,No,50000,Yes,NYS,SOUTH SHORE MOTORS CORP.,No
,,07866,0,ROCKAWAY,56 VALLEY ROAD,08/01/2009,C608I9975N SYSTEMWIDE SALE & REMOVAL OF S CRAP COMMODITIES - INDEX PRICE,,,NJ,10242,Other,,0,10242,0,OPEN,07/31/2009,07/31/2014,,,No,3281400,Authority Contract - Competitive Bid,,,USA,No,3281400,Yes,Foreign,SOUTHARD SALVAGE CO,No
,,30228,8596,HAMPTON,30 GEORGIA AVENUE,,125 VOLTS DC CONTROL BOX   MOTOR,,,GA,10243,Commodities/Supplies,,,10243,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,"SOUTHERN STATES, INC.",
18,,30228,104598,HAMPTON,30 GEORGIA AVENUE,10/28/2011,Circuit-Switcher,,4000011630,GA,10244,Commodities/Supplies,,0,10244,104598,OPEN,10/28/2011,02/16/2012,,,No,6900,Authority Contract - Competitive Bid,,,USA,No,111498,Yes,Foreign,"SOUTHERN STATES, INC.",No
,,11791,60305,SYOSSET,P. O. BOX 9034,,"WINE, WHITE, 187 ML   PLASTIC BOTTLES",,,NY,10245,Commodities/Supplies,,,10245,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,SOUTHERN WINE AND SPIRITS OF NY,
1,,11791,23657.9,SYOSSET,PO BOX 9034,01/24/2012,WINE,,4000015202,NY,10246,Commodities/Supplies,,0,10246,23657.9,OPEN,01/24/2012,01/24/2012,,47800,,24142.1,Authority Contract - Non-Competitive Bid,,,USA,No,47800,Yes,NYS,SOUTHERN WINE AND SPIRITS OF NY INC.,No
3,,71137,377031.6,SHREVEPORT,P.O. BOX 7263,07/02/2007,C4BP02963 Ticket stock for LIRR/Metro North,,,LA,10247,Commodities/Supplies,,0,10247,633308.6,OPEN,08/12/2010,07/01/2012,,,Yes,2173191.4,Authority Contract - Competitive Bid,7263,Stock/QPL All vnd/Mnf/Aut,USA,No,2806500,Yes,NYS,SOUTHLAND PRINTING CO INC,No
2,,71137,23625,SHREVEPORT,P.O. BOX 7263,09/10/2012,3 yr/Cash Fare Duplex Tickets,,0400000000000000000000536,LA,10248,Commodities/Supplies,,0,10248,23625,OPEN,09/10/2012,09/15/2015,,,No,295375,Authority Contract - Competitive Bid,7263,,USA,No,319000,Yes,Foreign,SOUTHLAND PRINTING CO INC,No
1,,71137,39325,SHREVEPORT,P.O. BOX 7263,01/01/2007,C4BP02816 Cash fare duplex tickets,,,LA,10249,Commodities/Supplies,,0,10249,64350,OPEN,12/02/2009,01/01/2012,,,Yes,221650,Authority Contract - Competitive Bid,7263,Stock/QPL All vnd/Mnf/Aut,USA,No,286000,Yes,Foreign,SOUTHLAND PRINTING CO INC,No
1,,71137,57945.6,SHREVEPORT,P.O. BOX 7263,06/01/2012,"TSM Weekly/Ten-Trip Tickets, Form TSM2",,4000020853,LA,10250,Commodities/Supplies,,0,10250,57945.6,OPEN,06/01/2012,06/26/2012,,,,0,Authority Contract - Competitive Bid,7263,,USA,No,57945.6,Yes,Foreign,SOUTHLAND PRINTING CO INC,No
1,,71137,55296,SHREVEPORT,P.O. BOX 7263,05/17/2012,"TSM One Way Tickets, Form TSM1",,4000020239,LA,10251,Commodities/Supplies,,0,10251,55296,OPEN,05/17/2012,06/21/2012,,,,0,Authority Contract - Competitive Bid,7263,,USA,No,55296,Yes,Foreign,SOUTHLAND PRINTING CO INC,No
1,,71137,55296,SHREVEPORT,P.O. BOX 7263,06/01/2012,"TSM One Way Tickets, Form TSM1",,4000020851,LA,10252,Commodities/Supplies,07/02/2007,0,10252,55296,OPEN,06/01/2012,06/15/2012,,,,0,Authority Contract - Competitive Bid,7263,,USA,No,55296,Yes,Foreign,SOUTHLAND PRINTING CO INC,No
5,,71137,23625,SHREVEPORT,P.O. BOX 7263,06/11/2012,Cash Fare Duplex Tickets,,4000021250,LA,10253,Commodities/Supplies,,0,10253,23625,OPEN,06/11/2012,07/11/2012,,,,0,Authority Contract - Competitive Bid,7263,,USA,No,23625,Yes,Foreign,SOUTHLAND PRINTING CO INC,No
1,,71137,0,SHREVEPORT,P.O. BOX 7263,06/22/2012,Cash Fare Duplex Tickets,,4000021802,LA,10254,Commodities/Supplies,,0,10254,0,OPEN,06/22/2012,07/22/2012,,,,21450,Authority Contract - Competitive Bid,7263,,USA,No,21450,Yes,Foreign,SOUTHLAND PRINTING CO INC,No
1,,78228,8914.8,SAN ANTONIO,6220 CULEBRA ROAD,06/29/2006,C0MCMM1497 ANALYSIS TESTING & EVALUATION ULSD FUEL,PO BOX 28510,,TX,10255,Consulting Services,,0,10255,20142.74,OPEN,06/29/2006,12/31/2010,,,No,889906.26,Authority Contract - Competitive Bid,,,USA,No,910049,Yes,Foreign,SOUTHWEST RESEARCH INSTITUTE,No
1,,78228,5821,SAN ANTONIO,6220 CULEBRA ROAD,10/01/2011,CONSULTANT CONTRACT ASSOCIATED WITH THE ANALYSIS OF FUELS AND LUBRICANTS FOR NYCT DOB AND MTABC,PO BOX 28510,0600000000000000000001321,TX,10256,Consulting Services,,0,10256,5821,OPEN,10/01/2011,09/30/2015,,,No,552406.11,Authority Contract - Competitive Bid,,,USA,No,558227.11,Yes,Foreign,SOUTHWEST RESEARCH INSTITUTE,No
3,,60675,657619.68,CHICAGO,75 REMITTANCE DRIVE,09/13/2011,CABLE.,SUITE 6815,0400000000000000000000249,IL,10257,Commodities/Supplies,,0,10257,657619.68,OPEN,09/14/2011,09/12/2014,,,No,3286380.32,Authority Contract - Competitive Bid,6815,,USA,No,3944000,Yes,Foreign,SOUTHWIRE COMPANY,No
14,,60675,0,CHICAGO,75 REMITTANCE DRIVE,09/01/2010,C600946305 CABLE ONE CONDUCTOR 2000MCM 169,SUITE 6815,,IL,10258,Commodities/Supplies,,0,10258,1829744.92,OPEN,09/01/2010,08/31/2012,,,No,465930.08,Authority Contract - Competitive Bid,6815,,USA,No,2295675,Yes,Foreign,SOUTHWIRE COMPANY,No
3,,60675,381255.2,CHICAGO,75 REMITTANCE DRIVE,11/30/2011,CABLE ONE CONDUCTOR 2000MCM 169 STRANDS 601-1000 VOLTS LOW SMOKE LOW TOXICITY NO HALOGEN ETHYL,SUITE 6815,0600000000000000000001623,IL,10259,Commodities/Supplies,,0,10259,381255.2,OPEN,11/30/2011,08/31/2012,,,No,149420.26,Authority Contract - Competitive Bid,6815,,USA,No,530675.46,Yes,Foreign,SOUTHWIRE COMPANY,Yes
,,04104,448.68,PORTLAND,P.O. BOX 1380,,Miscellaneous Parts and tools.,,,ME,10260,Commodities/Supplies,,,10260,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,1380,,USA,No,,,,SOUTHWORTH PRODUCTS CORP.,
2,,10018,3000,NEW YORK,25 WEST 37TH STREET,01/13/2012,Carhartt Jacket,,0600000000000000000001873,NY,10261,Commodities/Supplies,,0,10261,3000,OPEN,01/13/2012,01/13/2015,,,No,75905.02,Authority Contract - Competitive Bid,,,USA,No,78905.02,Yes,NYS,SPADA UNIFORM APPAREL,No
,,11520,405587.01,FREEPORT,51 MOUNT AVE,11/01/2007,C606H9504 MAINT. OF MOBILE WASH PRESSURE UNITS,,,NY,10262,Other Professional Services,,0,10262,1750848.07,OPEN,10/22/2007,02/01/2013,,,No,249852.11,Authority Contract - Competitive Bid,,,USA,No,2000700.18,Yes,NYS,"SPARKLING CLEANING CO., INC.",No
3,,11520,188806.48,FREEPORT,51 MOUNT AVE,09/30/2008,C607L9820 MAINTENANCE OF SCRUBBER MACHINES,,,NY,10263,Other Professional Services,,0,10263,861880.42,OPEN,09/24/2008,09/30/2013,,,No,312163.05,Authority Contract - Competitive Bid,,,USA,No,1174043.47,Yes,NYS,"SPARKLING CLEANING CO., INC.",Yes
,,11520,8069.36,FREEPORT,51 Mount Avenue,,C000045128 PARTS AND LABOR FOR THE PREVENTIVE AND REMEDIAL MAINTENANCE OF PRESSURE WASHERS,,,NY,10264,Commodities/Supplies,,,10264,,COMPLETED,,,,,,,Purchased Under State Contract,,,USA,No,,,,SPARKLING CLEANING COMPANY,
,,94105,0,SAN FRANCISCO,ONE MARKET,02/15/2002,C6CMM1358 SOFTWARE SPEAR SUPPORT SERVICES,"STEUART TOWER, SUITE 700",,CA,10265,Technology - Software,,0,10265,10331022.56,COMPLETED,08/29/2001,,,,Yes,0,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,10331022.56,No,Foreign,"SPEAR TECHNOLOGIES, INC.",No
4,,11716,19080,BOHEMIA,PO BOX 231,06/29/2011,PHILLIPS UHP 100 WATT LAMP ENCLOSED IN CAGE FOR USE IN SYNELEC LITEMASTER PROJECTION UNITS. LEGA,,0600000000000000000000764,NY,10266,Telecommunication Equipment or Services,,21,10266,69430,OPEN,06/21/2011,02/15/2012,,,No,530,Authority Contract - Competitive Bid,0231,,USA,No,69960,Yes,NYS,"SPECIALTY BULB CO., INC.",Yes
3,,60504,789,AURORA,615 NORTH ENTERPRISE STREET,09/27/2012,Print Shop Supplies,,0400000000000000000000553,IL,10267,Commodities/Supplies,,0,10267,789,OPEN,09/27/2012,09/26/2013,,,Yes,9211,Authority Contract - Competitive Bid,,Cntrct Below Threshold,USA,No,10000,Yes,NYS,SPECTRA COLOR CORPORATION,No
3,,60504,3770,AURORA,615 NORTH ENTERPRISE STREET,09/27/2011,Print Shop Supplies,,0400000000000000000000267,IL,10268,Commodities/Supplies,,0,10268,4298,OPEN,09/27/2011,09/26/2012,,,Yes,5702,Authority Contract - Competitive Bid,,Cntrct Below Threshold,USA,No,10000,Yes,NYS,SPECTRA COLOR CORPORATION,No
1,,06443,4367.02,MADISON,110 ACORN ROAD,06/16/2010,REMARK OMR SOFTWARE/SCANNER,,10047-0100,CT,10269,Technology - Software,01/26/2012,0,10269,4367.02,OPEN,06/16/2010,12/31/2013,,,No,13951,Authority Contract - Competitive Bid,,,USA,No,18318.02,Yes,Foreign,SPECTRUM BUSINESS SOLUTIONS,No
,,06810,587336.64,DANBURY,460 SHELTER ROCK ROAD,06/01/2002,C601L8350 RAIL INSPECTION SERVICES ULTRASONIC SPERRY DETECTOR CAR,,,CT,10270,Other Professional Services,,0,10270,4781645.03,OPEN,05/02/2002,05/31/2013,,,No,1021033.63,Authority Contract - Competitive Bid,,,USA,No,5802678.66,Yes,Foreign,"SPERRY RAIL, INC.",No
,,06810,540078.34,DANBURY,46 Shelter Rock Road,05/08/2009,C000054157 ULTRASONIC AND INDUCTIVE RAIL TESTING,,,CT,10271,Other,,0,10271,1426770.04,OPEN,05/08/2009,02/28/2014,,,No,1071654.96,Authority Contract - Competitive Bid,,,USA,No,2498425,Yes,Foreign,"SPERRY RAIL, INC.",Yes
1,,06810,394304.16,DANBURY,460 SHELTER ROCK ROAD,04/01/2009,"C4BP03431 Ultrasonic Rail Inspection Service- Railbound, Hi-Rail and Hand Testing; Joint Procurement with MNR",,,CT,10272,Other Professional Services,,0,10272,576024.16,OPEN,07/21/2009,03/31/2014,,,No,1864725.84,Authority Contract - Competitive Bid,,,USA,No,2440750,Yes,Foreign,"SPERRY RAIL, INC.",No
,,11206,47073.18,BROOKLYN,50 MEADOW STREET,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,NY,10273,Commodities/Supplies,,,10273,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,1707,,USA,No,,,NYS,SPIRAL SCREW CORPORATION,
1,,80013,53176,AURORA,3173 SO.NUCLA STREET,12/01/2008,KUMPI ADULT DOG FOOD FOR MTAPD,,08194-0100,CO,10274,Commodities/Supplies,08/28/2012,1,10274,170304,OPEN,08/28/2008,10/31/2012,,,No,13344,Authority Contract - Competitive Bid,,,USA,No,183648,Yes,Foreign,SPIRIT FILLED FOODS INC./KUMPI PET FOODS,No
,,06239,887,DANIELSON,30 ROCK AVENUE,,Miscellaneous Parts and tools.,,,CT,10275,Commodities/Supplies,,,10275,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,1434,,USA,No,,,,SPIROL INTERNATIONAL CORPORATION,
2,,98072,4020.89,WOODINVILLE,15540 WOODINVILLE-REDMOND ROAD NE,02/10/2011,BICYCLE RACKS FOR RAILCAR INTERIORS,,1000001612,WA,10276,Other,,0,10276,60313.35,COMPLETED,02/10/2011,02/10/2011,,,No,20104.46,Authority Contract - Competitive Bid,,,USA,No,80417.81,Yes,Foreign,"SPORTWORKS NORTHWEST, INC.",Yes
1,,10604,3049401.75,WHITE PLAINS,FOUR NEW KING STREET,05/26/2010,C000066993 ULTRA LOW SULFUR DIESEL,,,NY,10277,Other,,0,10277,6407235.58,OPEN,05/26/2010,05/15/2015,,,No,4260516,Authority Contract - Competitive Bid,,,USA,No,10667751.58,Yes,NYS,SPRAGUE OPERATING RESOURCES,Yes
,,10604,481111.2,WHITE PLAINS,FOUR NEW KING STREET,07/28/2009,C000056911 TK EQUIP NWP,,,NY,10278,Other,,0,10278,965564.37,COMPLETED,07/28/2009,,,,No,0,Authority Contract - Competitive Bid,,,USA,No,965564.37,No,NYS,SPRAGUE OPERATING RESOURCES,Yes
1,,11572,440372.96,OCEANSIDE,SEVEN HAMPTON ROAD,09/26/2012,FUEL DIESEL    2 LOCO,,1000019424,NY,10279,Other,,0,10279,440372.96,OPEN,09/26/2012,08/31/2013,,,No,266727.04,Authority Contract - Competitive Bid,,,USA,No,707100,Yes,NYS,SPRAGUE OPERATING RESOURCES,Yes
1,,10604,56864.93,WHITE PLAINS,FOUR NEW KING STREET,05/26/2010,"C000074110 REPAIRS TO OUR AUTOMOTIVE FUELING LOCATIONS AT HARMON,BREWSTER AND NWP",,,NY,10280,Other,,0,10280,127246.58,COMPLETED,05/26/2010,05/26/2010,,,No,57541.44,Authority Contract - Competitive Bid,,,USA,No,184788.02,Yes,NYS,SPRAGUE OPERATING RESOURCES,Yes
1,,11572,113926.68,OCEANSIDE,SEVEN HAMPTON ROAD,09/26/2012,FUEL DIESEL    2 LOCO,,1000019425,NY,10281,Other,,0,10281,113926.68,OPEN,09/26/2012,08/31/2013,,,No,28053.32,Authority Contract - Competitive Bid,,,USA,No,141980,Yes,NYS,SPRAGUE OPERATING RESOURCES,Yes
,,11572,0,OCEANSIDE,7 HAMPTON ROAD,,Miscellaneous Parts and tools.,,,NY,10282,Other Professional Services,,,10282,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,"SPRAGUE OPERATING RESOURCES, LLC",
8,,11572,155956955.55,OCEANSIDE,7 HAMPTON ROAD,02/26/2009,C609B0053 BUS FUEL (ULSD 2) FOR NYCT DOB AND MTA BUS CO. LOCATIONS,,,NY,10283,Commodities/Supplies,,0,10283,445581532.93,OPEN,02/26/2009,09/14/2014,,,No,247783203.07,Authority Contract - Competitive Bid,,,USA,No,693364736,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",Yes
1,,11572,23180682.55,OCEANSIDE,7 HAMPTON ROAD,08/03/2009,C4BP03473 ULTRA LOW SULFUR DIESEL FUEL FOR LOCOMOTIVES,,,NY,10284,Commodities/Supplies,,0,10284,45191668.02,OPEN,11/06/2009,08/31/2013,,,Yes,58138231.98,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,103329900,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
3,,11572,161542.64,OCEANSIDE,7 HAMPTON ROAD,11/07/2012,Bulk diesel for Paratransit,,0600000000000000000003916,NY,10285,Commodities/Supplies,,0,10285,161542.64,OPEN,11/07/2012,04/30/2015,,,Yes,40289253.79,Authority Contract - Competitive Bid,,Emergency or Critical Need,USA,No,40450796.43,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
3,,11572,3070680.37,OCEANSIDE,7 HAMPTON ROAD,05/30/2010,C4BP03691 5 YEAR BLANKET FOR GAS CARD SERVICES AND RACK PICK-UP.,,,NY,10286,Other Professional Services,,0,10286,6877100.98,OPEN,05/28/2010,05/15/2015,,,Yes,5352899.02,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,12230000,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
3,,11572,23024.83,OCEANSIDE,7 HAMPTON ROAD,11/09/2012,Bulk gasoline for Paratransit,,0600000000000000000003915,NY,10287,Commodities/Supplies,,0,10287,23024.83,OPEN,11/09/2012,04/30/2015,,,Yes,8015014.17,Authority Contract - Competitive Bid,,Emergency or Critical Need,USA,No,8038039,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
0,,11572,1556031.24,OCEANSIDE,7 HAMPTON ROAD,05/31/2010,C101074 Furnish/deliver gas/low sulphur diesel/biodiesel/E-85 fuel and assoc. services,,,NY,10288,Other,,0,10288,3084856.46,OPEN,08/20/2010,05/15/2015,,,No,2527380.54,Authority Contract - Competitive Bid,,,USA,No,5612237,Yes,Foreign,"SPRAGUE OPERATING RESOURCES, LLC",No
0,,11572,1119734,OCEANSIDE,7 HAMPTON ROAD,09/24/2012,BULK DIESEL,,6030061518,NY,10289,Commodities/Supplies,,0,10289,1119734,OPEN,09/24/2012,10/04/2012,,1500000,Yes,380266,Authority Contract - Non-Competitive Bid,,Emergency or Critical Need,USA,No,1500000,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
1,,11572,17077.06,OCEANSIDE,7 HAMPTON ROAD,11/03/2012,AA121454R bulk gasoline,,,NY,10290,Commodities/Supplies,,0,10290,17077.06,OPEN,11/03/2012,04/30/2015,,,No,822922.94,Authority Contract - Competitive Bid,,,USA,No,840000,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",Yes
1,,11572,347664.26,OCEANSIDE,7 HAMPTON ROAD,10/19/2011,"101074-A On-Site Fuel Del, Fuel St Moni",,,NY,10291,Other,,0,10291,347664.26,OPEN,10/19/2011,05/15/2015,,,No,8476.92,Authority Contract - Competitive Bid,,,USA,No,356141.18,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
0,,11572,299324.51,OCEANSIDE,7 HAMPTON ROAD,09/24/2012,BULK DIESEL,,6030061522,NY,10292,Commodities/Supplies,,0,10292,299324.51,OPEN,09/24/2012,10/04/2012,,316100,Yes,16775.49,Authority Contract - Non-Competitive Bid,,Emergency or Critical Need,USA,No,316100,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
2,,11572,25930.79,OCEANSIDE,7 HAMPTON ROAD,05/31/2010,C4BP03690 5 year award for tank monitoring and maintenance,,,NY,10293,Other Professional Services,,0,10293,45608.06,OPEN,05/26/2010,05/15/2015,,,Yes,74391.94,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,120000,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
0,,11572,98392.31,OCEANSIDE,7 HAMPTON ROAD,09/24/2012,BULK DELIVERY OF GASOLINE,,6030061516,NY,10294,Commodities/Supplies,,0,10294,98392.31,OPEN,09/24/2012,10/04/2012,,107400,Yes,9007.69,Authority Contract - Non-Competitive Bid,,Emergency or Critical Need,USA,No,107400,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
0,,11572,41105.12,OCEANSIDE,7 HAMPTON ROAD,09/24/2012,BULK DELIVERY OF GASOLINE,,6030061509,NY,10295,Commodities/Supplies,,0,10295,41105.12,OPEN,09/24/2012,10/04/2012,,80000,Yes,38894.88,Authority Contract - Non-Competitive Bid,,Emergency or Critical Need,USA,No,80000,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
0,,11572,23315.85,OCEANSIDE,7 HAMPTON ROAD,09/24/2012,BULK DELIVERY OF GASOLINE,,6030061510,NY,10296,Commodities/Supplies,,0,10296,23315.85,OPEN,09/24/2012,10/04/2012,,43897,Yes,20580.87,Authority Contract - Non-Competitive Bid,,Emergency or Critical Need,USA,No,43896.72,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
0,,11572,31614.6,OCEANSIDE,7 HAMPTON ROAD,09/24/2012,BULK DIESEL,,6030061524,NY,10297,Commodities/Supplies,,0,10297,31614.6,OPEN,09/24/2012,10/04/2012,,35900,Yes,4285.4,Authority Contract - Non-Competitive Bid,,Emergency or Critical Need,USA,No,35900,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
0,,11572,13855.75,OCEANSIDE,7 HAMPTON ROAD,09/24/2012,BULK DIESEL,,6030061523,NY,10298,Commodities/Supplies,,0,10298,13855.75,OPEN,09/24/2012,10/04/2012,,17500,Yes,3644.25,Authority Contract - Non-Competitive Bid,,Emergency or Critical Need,USA,No,17500,Yes,NYS,"SPRAGUE OPERATING RESOURCES, LLC",No
,,60694,1079.84,CHICAGO,POB 95564,,Miscellaneous Parts and tools.,,,IL,10299,Commodities/Supplies,,,10299,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,5564,,USA,No,,,,SPRAYING SYSTEMS CO.,
0,,11101,5382,LONG ISLAND CITY,28-20 BORDEN AVENUE,12/18/2006,C000796179 RENEWAL- SIDEWALK BRIDGE AT 1551 GATES AVENUE BROOKLYN NY,,,NY,10300,Commodities/Supplies,,0,10300,29394,OPEN,12/18/2006,03/18/2013,,,No,2898,Authority Contract - Competitive Bid,,,USA,No,32292,Yes,NYS,"SPRING SCAFFOLDING, LLC",No
1,,11101,416,LONG ISLAND CITY,28-20 BORDEN AVENUE,06/14/2004,C000687882 RENEWAL OF RENTAL OF SIDEWALK SHED AT SUBSTATION LOCATED AT 815 NOSTRAND AVE.BROOKLYN NY 11207,,,NY,10301,Other,,0,10301,19328,OPEN,06/14/2004,07/19/2012,,,No,10624,Authority Contract - Competitive Bid,,,USA,No,29952,Yes,NYS,"SPRING SCAFFOLDING, LLC",No
,,64121,1250.94,KANSAS CITY,POST OFFICE BOX 219623,,C000870909 SPRINT UNLIMITED EVDO DATA PLANS TO BE CO-TERMINOUS WITH 16 EXISTING DIGI UNIT DATA PLANS,,,MO,10302,Telecommunication Equipment or Services,,,10302,,OPEN,,,,,,,Purchased Under State Contract,9623,,USA,No,,,Foreign,SPRINT COMMUNICATIONS CO. L.P.,
,,64121,66379.89,KANSAS CITY,POST OFFICE BOX 219623,06/01/2007,C605K9310 SPRINT ISP SERVICES,,,MO,10303,Telecommunication Equipment or Services,,0,10303,300247.89,OPEN,06/01/2007,05/31/2012,,,No,19752.11,Authority Contract - Competitive Bid,9623,,USA,No,320000,Yes,Foreign,SPRINT COMMUNICATIONS CO. L.P.,No
4,,64121,12858.8,KANSAS CITY,POST OFFICE BOX 219623,06/01/2007,INTERNET SERVICE PROVIDER FOR MTA & AGENCIES,,06018-0200,MO,10304,Telecommunication Equipment or Services,,0,10304,200280.94,OPEN,08/09/2007,05/31/2012,,,No,12308.08,Authority Contract - Competitive Bid,9623,,USA,No,212589,Yes,NYS,SPRINT COMMUNICATIONS CO. L.P.,No
5,,66251,0,OVERLAND PARK,6500 SPRINT PARKWAY,10/01/2011,Internet Service Provider,,11001-0300,KS,10305,Commodities/Supplies,,0,10305,0,OPEN,09/28/2011,09/30/2016,,,No,524160,Authority Contract - Competitive Bid,,,USA,No,524160,Yes,Foreign,"SPRINT SOLUTIONS, INC",No
4,,66251,184203.53,OVERLAND PARK,6500 SPRINT PARKWAY,03/01/2009,WIRELESS PHONE AND TEXT SERVICES,,08019-0200,KS,10306,Telecommunication Equipment or Services,,0,10306,316143.51,OPEN,03/01/2009,02/28/2014,,,No,413856.49,Authority Contract - Competitive Bid,,,USA,No,730000,Yes,Foreign,"SPRINT SOLUTIONS, INC.",No
,,55060,35753.55,OWATONNA,655 EISENHOWER DRIVE,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,MN,10307,Commodities/Supplies,,,10307,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,Foreign,SPX CORPORATION,
,,11003,29421.6,ELMONT,791 MEACHAM AVENUE,,C100653 Maintenance service agreement for MToll scanners,,,NY,10308,Technology - Consulting/Development or Sup,,,10308,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,,"SSE PRODUCTS, INC.",
,,11003,29421.6,ELMONT,791 MEACHAM AVENUE,,C100653 Maintenance service agreement for MToll scanners,,,NY,10309,Technology - Consulting/Development or Sup,,,10309,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,,"SSE PRODUCTS, INC.",
,,10011,0,NEW YORK,153 WEST 11TH. STREET,07/17/2006,C6CMM1458B DRUG AND ALCOHOL COUNSELING SE RVICES,,,NY,10310,Other Professional Services,,0,10310,0,OPEN,05/26/2006,07/15/2012,,,No,5015250,Authority Contract - Competitive Bid,,,USA,No,5015250,Yes,NYS,ST. VINCENT CATHOLIC MEDICAL CTRS OF NY,Yes
